FullName,Winery,ScoreAIS,Grapes,Tasting Notes,Pairing,Price,Bottles,Alcohol,Aging
Tenute Sella,Bramaterra 2014,,Nebbiolo 70% – Croatina 20% – Vespolina 10%,,Risotti di terra,24,12,13,Acciaio 6 mesi e Legno 36 mesi
Tenute Sella,Piemonte Bianco Piandoro 2020,,Erbaluce 60% – Riesling renano 40%,,Piatti di pesce,10,3,13,Acciaio 6 mesi
Tenute Sella,Bramaterra I Porfidi 2012,,Nebbiolo 70% – Croatina 20% – Vespolina 10%,,Carni rosse o selvaggina,40,2,13,Acciaio 6 mesi e Legno 40 mesi
Tenute Sella,Coste Della Sesia Rosso Orbello 2019,,Nebbiolo 50% – Barbera 20% – Croatina 15% – Vespolina 10% – Cabernet sauvignon 5%,,Primi piatti di pasta o pasta fresca ripiena,10,8,13,Acciaio 6 mesi e Legno 12 mesi
Tenute Sella,Coste Della Sesia Rosato Majoli 2020,,Nebbiolo 100%,,"Zuppe, minestre o vellutate",10,4,13,Acciaio 6 mesi
Torraccia Del Piantavigna,Ghemme 2016,92,Nebbiolo 90% – Vespolina 10%,"Granato trasparente e luminoso Profumi intensi e complessi segnati in prima battuta dalle note ferrose e balsamiche di conifere ed erbe officinali, cenni di sottobosco, foglie essiccate, violetta e lavanda, confettura di mora Sorso intenso e succoso, tannino raffinato e freschezza che incalza la persistenza",Costolette di agnello,24,28,"13,5",Acciaio 6 mesi e Legno 48 mesi
Torraccia Del Piantavigna,Gattinara 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,25,25,"13,5",Acciaio 6 mesi e Legno 36 mesi
Torraccia Del Piantavigna,Colline Novaresi Bianco Erbavoglio 2020,,Erbaluce 100%,,Piatti di pesce,13,35,13,Acciaio 6 mesi
Torraccia Del Piantavigna,Muffi 2018,,Erbaluce 100%,,Formaggi stagionati o erborinati,35,3,14,Acciaio e Legno 12 mesi
Torraccia Del Piantavigna,Colline Novaresi Nebbiolo Ramale 2017,,Nebbiolo 100%,,"Zuppe, minestre o vellutate",17,10,"13,5",Acciaio 6 mesi e Legno 36 mesi
Trediberri,Barolo 2017,,Nebbiolo 100%,,Risotti di terra,35,35,14,Legno 24 mesi
Trediberri,Langhe Nebbiolo 2020,,Nebbiolo 100%,,Carni bianche o da cortile,18,37,"14,5",Acciaio 6 mesi
Trediberri,Dogliani Bricco Mollea 2020,,Dolcetto 100%,,Primi piatti di pasta o pasta fresca ripiena,14,10,13,Acciaio 6 mesi
Mauro Veglio,Barolo Castelletto 2017,93,Nebbiolo 100%,"Superba intensità e ricchezza Ha naso di erbe officinali e sottobosco, foglie e radici, fragola macerata e ciliegia, lavanda e bacche Toni fondi e generosi, che ritroviamo al gusto, pieno e saporito, fitto di tannini maturi, lungo e fruttato in persistenza Buonissimo Non prima del 2028",Reale di vitello agli asparagi,45,6,"14,5",Acciaio 12 mesi e Legno 24 mesi
Mauro Veglio,Barolo Arborina 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,6,15,Legno 24 mesi
Mauro Veglio,Barolo Paiagallo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,75,4,"14,5",Acciaio 8 mesi e Legno 24 mesi
Mauro Veglio,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,35,25,"14,5",Acciaio 12 mesi e Legno 24 mesi
Mauro Veglio,Barolo Gattera 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,9,"14,5",Acciaio 12 mesi e Legno 24 mesi
Giacomo Vico,Roero Bricco Patarrone 2017,,Nebbiolo 100%,"Luminoso rosso granato Si esprime definito ed elegante raccontando di frutti rossi macerati, pesca succosa, dolcezze di marzapane, cenni di gesso e un bel finale balsamico L'assaggio lo svela profondo, ricco e saporito; di ottima persistenza a cui contribuisce un tannino preciso e già integrato","Risotto al vino rosso, midollo e fagioli",10,2,"13,5",Legno 24 mesi
Giacomo Vico,Langhe Chardonnay 2019,,Chardonnay 100%,,Piatti di pesce,8,1,"13,5",Legno 6 mesi
Vietti,Barolo Ravera 2017,96,Nebbiolo 100%,"Ancora un Ravera straordinario, dai profumi puri e intensi di frutta dolce e spezie; il timbro nebbiolo impressiona, fitto di florealità e vigore, sostanza e densità Un Barolo che guarda lontano, proporzionato e dal tannino ineccepibile",T-bone di Angus,165,7,"14,5",Legno 30 mesi
Vietti,Barolo Lazzarito 2017,93,Nebbiolo 100%,"Il miglior Lazzarito di sempre Naso aperto e molto espressivo, polposo nel frutto rosso e scuro, spezie fitte e dolci; quindi mora e confetture, amarena, arancia sanguinella, mou La bocca è potente, grintosa ma bilanciata",Diaframma alla griglia,165,9,"14,5",Legno 30 mesi
Vietti,Barolo Rocche Di Castiglione 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,165,3,"14,5",Legno 30 mesi
Vietti,Barolo Brunate 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,165,4,"14,5",Legno 30 mesi
I Vignaioli Di Santo Stefano,Asti Spumante 2020,,Moscato bianco 100% Alc.7%,,"Pasticceria secca, torte o cioccolato",14,,7,Acciaio 3 mesi
Vigneti Massa,Derthona Timorasso Sterpi 2019,94,Timorasso 100%,"Paglierino con brividi dorati Che più timorasso non si può: propoli, fiori gialli, una ricca palette agrumata dal cedro al bergamotto al lime, ficcanti cenni di pietra calda che sono una promessa per il futuro Fresco, avvolgente, distribuisce con misura la potenza in un lungo, progressivo finale",Ravioli di pesce con crema di scampi,40,4,"14,5",Acciaio 12 mesi
Vigneti Massa,Derthona Timorasso Montecitorio 2019,,Timorasso 100%,,"Crostacei, molluschi o crudità",40,4,"14,5",Acciaio 12 mesi
Vigneti Massa,Monleale 2017,,Barbera 100%,,Carni bianche o da cortile,15,20,"14,5",Legno 12 mesi
Villa Giada,Nizza Dani 2018,,Barbera 100%,"Colore rubino scuro Olfatto densamente fruttato con toni di marasca e prugna a cui si aggiungono note vegetali e sentori di legni, cannella, vaniglia, iodio e caffè In bocca svela tutto il suo calore, sostenuto da una rinfrescante acidità Finale persistente punteggiato da netti ricordi tostati",Capocollo di maiale al forno,19,5,15,Legno 12 mesi
Villa Giada,Gamba Di Pernice 2019,,Gamba rossa 100%,,Carni bianche o da cortile,11,4,"13,5",Acciaio 12 mesi
Vite Colte,Barbaresco Spezie Riserva 2012,,Nebbiolo 100%,"Colore granato Sprigiona profumi di confetture di prugne, more e gelsi, ciliegia sotto spirito, viola, geranio, pepe, spezie, radice, liquirizia, rabarbaro, caffè e cacao Il sorso è ricco e dotato di buona morbidezza grazie al tannino ben integrato Lascia dietro di sé una lunga persistenza fruttata",Stracotto d'asino,40,10,14,Legno 12 mesi
Vite Colte,Alta Langa Cinquecento 2017,,"Pinot nero 80% – Chardonnay 20% Alc.12,5%",,"Crostacei, molluschi o crudità",25,16,"12,5",
Vite Colte,Barolo Essenze Del Comune Di,,Nebbiolo 100%,,Carni rosse o selvaggina,45,7,14,Legno 24 mesi
Vite Colte,Barolo Essenze Del Comune Di Monforte,,Nebbiolo 100%,,Carni rosse o selvaggina,45,7,14,Legno 24 mesi
Vite Colte,Barolo Essenze Del Comune Di Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,14,14,Legno 24 mesi
Alberto Voerzio,Barolo La Serra 2017,,Nebbiolo 100%,"Classicissimo granato Cresce con i minuti e presenta una bella progressione, segnata da una piacevole freschezza: spezie, pietra calda, frutta rossa dolce croccante, liquirizia, violetta e geranio Altrettanto fresco il sorso, gustoso di sapidità e con tannini elegantemente territoriali Appagante",Tagliata alle erbe,55,3,"14,5",Acciaio 7 mesi e Legno 24 mesi
Alberto Voerzio,Langhe Nebbiolo 2018,,Nebbiolo 100%,,"Zuppe, minestre o vellutate",22,6,"14,5",Acciaio 7 mesi e Legno 12 mesi
Marziano Abbona,Barolo Pressenda 2017,,Nebbiolo 100%,"Classico granato Monforteggia al naso, dove dialogano fitto sensazioni di piccoli frutti in alcol, erbe officinali, tratti vegetali di sottobosco e intuizioni ferrigne Il sorso è gagliardo, solido nei tannini, dotato di una persistenza ampia e gustosa, appena amarognola di gioventù",Spezzatino di cervo,48,5,"14,5",Legno 34 mesi
Marziano Abbona,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,30,16,"14,5",Legno 30 mesi
Marziano Abbona,Langhe Bianco Cinerino 2020,,Viognier 100%,,Piatti di pesce,22,24,14,Legno 6 mesi
Accornero,Barbera Del Monferrato Superiore,,Barbera 100%,,Carni rosse o selvaggina,22,12,"14,5",Legno 18 mesi
Accornero,Grignolino Del Monferrato Casalese,,Grignolino 100%,,Carni bianche o da cortile,10,12,14,Acciaio 4 mesi
Accornero,Monferrato Rosso Girotondo 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,17,2,14,Legno 12 mesi
Claudio Alario,Barolo Sorano 2017,92,Nebbiolo 100%,"Granato austero Generoso il naso: leggiadri ricordi di pesca, frutti a bacca rossa, ciliegie e lamponi Si arricchisce con tabacco dolce, foglia di castagno, umidi ricordi di sottobosco, effluvi mentolati Decisa la bocca, gustoso il tannino, piacevole e integrato Si congeda con una scia calorosa di sciroppo d'amarena",Tordi in umido,50,4,"14,5",Legno 36 mesi
Claudio Alario,Barolo Riva Rocca 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,4,"14,5",Legno 36 mesi
Gianfranco Alessandria,Barolo San Giovanni 2017,93,Nebbiolo 100%,"Torrefatto, mentolato, ormai un grande classico di Monforte Il naso è moderno, di eccellente purezza e abbraccia sentori di erbe e liquirizia, lampone e mora, caffè e tabacco Al gusto risponde con sviluppo gustativo preciso e morbido, con freschezza e sfumato tannino Dal 2028 in poi",Filetto in crosta con salsa olandese,65,4,"14,5",Legno 24 mesi
Gianfranco Alessandria,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,10,"14,5",Legno 24 mesi
Gianfranco Alessandria,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Formaggi stagionati o erborinati,18,6,"14,5",
Antichi Vigneti  Di Cantalupo,Ghemme Collis Breclemae 2015,93,Nebbiolo 100%,"Intenso colore granato limpido e luminoso All'olfatto emergono profumi inizialmente ovattati che lentamente lasciano spazio a notevole complessità: spezie, confetture di mora e susina, note di caffè e leggero tostato, per poi lasciare spazio a note minerali ed ematiche Tutto il quadro olfattivo si completa nelle sfumature balsamiche e mentolate Il sapore rivela tutta la sua forza e struttura ma anche la suadenza del nebbiolo dal tannino garbato e gustoso Un vero simbolo di questa denominazione per identità e carattere",Lepre in umido,50,3,"14,5",Legno 36 mesi
Antichi Vigneti  Di Cantalupo,Ghemme Cantalupo 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,30,15,"13,5",Legno 24 mesi
Antichi Vigneti  Di Cantalupo,Colline Novaresi Rosato Il Mimo 2020,,Nebbiolo 100%,,Piatti di verdure,15,80,"13,5",Acciaio 4 mesi
Antichi Vigneti  Di Cantalupo,Colline Novaresi Vespolina Villa Horta 2019,,Vespolina 100%,,Risotti di terra,15,7,14,Acciaio 12 mesi
Antichi Vigneti  Di Cantalupo,Carolus 2020,,"Erbaluce 60% – Arneis 35% – Chardonnay 5%  Alc.13,5%",,"Crostacei, molluschi o crudità",15,10,"13,5",Acciaio 4 mesi
Antichi Vigneti  Di Cantalupo,Mia Ida Brut,,Nebbiolo 100%,,Salumi o insaccati,15,6,13,
Antoniotti,Bramaterra 2017,94,"Nebbiolo 70% – Croatina 20% – Vespolina 7% – Uva rara 3% Alc.13,5%","Rubino compatto e luminoso, al naso sprigiona profumi fruttati e speziati di grande complessità; conquista con una intensa articolazione olfattiva di grande freschezza, cui seguono suggestioni floreali e balsamiche, cenni iodati, minerali e confetture Al palato è sorprendente per il gusto e la grande freschezza che si completano in un adeguato tocco tannico Sempre tra i migliori Bramaterra",Risotto con le quaglie,30,7,"13,5",Legno 36 mesi
Aresca,Nizza San Luigi 2017,,Barbera 100%,"Rosso rubino intenso e luminoso Progressione olfattiva molto interessante di amarene sciroppate, more, ribes nero uniti a ginepro, pepe bianco e noce moscata con finale balsamico Bocca di grande carattere, gusto persistente, freschezza abbondante e tannino ben dosato a completare la struttura",Agnello al forno con patate,17,8,14,Legno 12 mesi
Ascheri,Langhe Dolcetto Nirane 2020,,Dolcetto 100%,,Primi piatti di pasta o pasta fresca ripiena,10,5,"13,5",
Ascheri,Langhe Barbera Fontanelle 2020,,Barbera 100%,,Salumi o insaccati,10,26,"14,5",Acciaio 6 mesi e Legno 6 mesi
Ascheri,Langhe Nebbiolo San Giacomo 2019,,Nebbiolo 100%,,Formaggi stagionati o erborinati,14,20,"13,5",Legno 6 mesi
Ascheri,Verduno Pelaverga 2020,,Pelaverga piccolo 100%,,Salumi o insaccati,15,800,14,
L'Autin,Pellengo 2019,,Riesling renano 100%,"Manto giallo paglierino luminoso L'esordio è freschissimo e variegato di lime e frutta tropicale con cenni di anice e foglie di tè, per chiudere con menta, timo, fiori di campo e citronella Il sorso non è banale, inizialmente fresco con un finale sapido che ci lascia una lunga persistenza agrumata",Tonno di coniglio,12,3,13,
L'Autin,El Bertu 2018,,Timorasso 100%,,Formaggi stagionati o erborinati,16,2,"13,5",
L'Autin,Passi Di Gio 2018,,Malvasia moscata 100%,,Formaggi stagionati o erborinati,30,1,"13,5",Legno 12 mesi
L'Autin,Pinerolese Rosso El Dolfo 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,16,2,13,Legno 12 mesi
L'Autin,Verbian 2019,,Bian ver 100%,,Piatti di pesce,13,3,"13,5",
Banfi Piemonte,Gavi Principessa Gavia 2020,,Cortese 100%,,Carni bianche o da cortile,9,240,"12,5",
Banfi Piemonte,Piemonte Albarossa La Lus 2018,,Albarossa 100%,,Carni rosse o selvaggina,16,24,14,Legno 12 mesi
Sergio Barbaglia,Boca 2017,,Nebbiolo 80% – Vespolina 20%,"Colore granato trasparente Inizialmente chiuso, lentamente concede confidenza rivelando profumi di confettura di more, note agrumate e variegate erbe officinali; le spezie sono dolci e delicate e sfumano in un finale minerale ed ematico Sorso intenso, piacevole per freschezza e fine tannino",Arrosto della vena con cipollotti,35,4,13,Acciaio 12 mesi e Legno 24 mesi
Sergio Barbaglia,Colline Novaresi Bianco Lucino 2020,,Erbaluce 100%,,"Crostacei, molluschi o crudità",15,4,14,Acciaio 6 mesi
Sergio Barbaglia,Colline Novaresi Vespolina Ledi 2020,,Vespolina 100%,,"Zuppe, minestre o vellutate",15,2,"12,5",Acciaio 6 mesi
Luigi Baudana,Langhe Bianco Dragon 2020,,Chardonnay 46% – Sauvignon 25% – Nascetta 24% – Riesling 5%,,"Zuppe, minestre o vellutate",13,27,13,Acciaio 6 mesi
Bel Colle,Barolo Monvigliero 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,35,10,"14,5",Acciaio e Legno 36 mesi
Bel Colle,Barolo Simposio 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,30,20,"14,5",Acciaio 6 mesi e Legno 12 mesi
Bel Colle,Langhe Nascetta 2020,,Nascetta 100%,,Carni bianche o da cortile,15,5,"13,5",Acciaio 5 mesi
Nicola Bergaglio,Gavi Del Comune Di Gavi Rovereto,,Cortese 100%,,Piatti di pesce,12,75,13,Acciaio 5 mesi
Boasso Gabutti,Barolo Margheria 2017,,Nebbiolo 100%,"Granato chiaro La nota ferrosa con cui esordisce è puro idioma di Serralunga; seguono evocazioni di lampone macerato in alcol, noce moscata, profumi di sottobosco estivo Al palato è monolitico, concentrato, inattaccabile, persistente con chiosa appena amarognola; il tempo scioglierà tanta potenza",Gulasch,40,2,15,Acciaio 2 mesi e Legno 36 mesi
Boasso Gabutti,Barolo Del Comune Di Serralunga 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,28,15,15,Acciaio 2 mesi e Legno 36 mesi
Boasso Gabutti,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni bianche o da cortile,20,4,"13,5",Acciaio 2 mesi e Legno 6 mesi
Silvano Bolmida,Barolo Bussia Vigna Dei Fantini 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,48,2,"14,5",Legno 24 mesi
Silvano Bolmida,Langhe Antica Novella 2019,,Sauvignon 100%,,Primi piatti di pasta o pasta fresca ripiena,22,4,13,
Borgo Maragliano,Giuseppe Galliano Brut Nature 2016,,Pinot nero 80% – Chardonnay 20%,,"Crostacei, molluschi o crudità",23,16,13,Acciaio 8 mesi | 48 mesi sui lieviti
Borgo Maragliano,Loazzolo Vendemmia Tardiva 2016,,Moscato bianco 100%,,"Pasticceria secca, torte o cioccolato",26,3,"11,5",Acciaio 8 mesi e Legno 32 mesi
Borgo Maragliano,Piemonte Chardonnay Crevoglio 2020,,Chardonnay 100%,,"Zuppe, minestre o vellutate",9,34,13,Acciaio 7 mesi
Fratelli Serio  E Battista Borgogno,Barolo Cannubi Riserva 2015,,Nebbiolo 100%,"Granato compatto e austero Il naso si apre su toni floreali di violette essiccate contornate da confettura di frutti di bosco e ciliegie sotto spirito Chiude con ricordi speziati e balsamici di eucalipto, rabarbaro, liquirizia e genziana Gusto fresco, persistente con tannino ancora esuberante",Costolette di agnello alle erbe,60,5,14,Legno 52 mesi
Fratelli Serio  E Battista Borgogno,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,35,12,14,Legno 30 mesi
Francesco Boschis,Dogliani Superiore Vigna Del,91,Dolcetto 100%,"Rubino nobile e altero Evolute sensazioni fruttate, confettura di amarene, caramella al lampone, fragola all’ennesima potenza, fresca e inebriante Sorprendente l'equilibrio in bocca, con tannini precisi e un'integrazione perfetta, a ingentilire un finale morbido, con l’immancabile mandorla da manuale",Cannelloni al forno,16,1,"14,5",Acciaio 12 mesi e Legno 12 mesi
Francesco Boschis,Piemonte Grignolino 2020,,Grignolino 100%,,"Zuppe, minestre o vellutate",12,1,"12,5",Acciaio 8 mesi e Legno 2 mesi
Vigneti Boveri Giacomo,Colli Tortonesi Timorasso Derthona,,Timorasso 100%,"Paglierino L'orizzonte olfattivo è definito da una nitida presenza di pietra calda sul punto d'evolversi in pietra focaia, contrappuntata da sentori di fiori gialli, erbe officinali e aromatiche In bocca è dominato da sensazioni sapido-minerali, con progressione lineare, rigorosa, e finale gessoso",Spigola al sale,22,3,"13,5",Acciaio 14 mesi
Vigneti Boveri Giacomo,Colli Tortonesi Freisa La Cappelletta 2018,,Freisa 100%,,Carni bianche o da cortile,14,1,13,Acciaio 10 mesi
Renato Boveri,Derthona 2019,,Timorasso 100%,"Paglierino Profumi aperti e franchi di propoli e pesca, pietra calda e pera matura, susina gialla ed erbe aromatiche In bocca scorre sapido e gessoso, ma pieno e avvolgente di frutto Non male il finale, in cui s'inizia a percepire un avvenire minerale",Insalata di dentice,17,2,"13,5",Acciaio 12 mesi
Renato Boveri,Sanatlbert 2019,,Timorasso 100%,,Piatti di pesce,21,2,14,Acciaio 12 mesi
Renato Boveri,Santambroeus 2019,,Barbera 100%,CRAVGASS 2017,,17,5,"14,5",
Bric Castelvej,Roero Arneis Vigna Bricco Novara 2020,,Arneis 100%,"Colore paglierino con punteggiature dorate Il profilo olfattivo complesso si delinea in riconoscimenti di fiori d'acacia, ananas, cedro, erbe aromatiche, camomilla, vaniglia, gesso, zenzero e miele In bocca la freschezza lascia spazio a una cremosa morbidezza, accompagnata da una netta scia sapida",Gamberoni su salsa al lime,20,1,"13,5",Acciaio 6 mesi e Legno 6 mesi
Bric Castelvej,Roero Selezione Panera Alta Riserva 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,40,1,"14,5",Legno 36 mesi
Bric Castelvej,Roero 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,25,5,14,Legno 24 mesi
Francesco Brigatti,Ghemme Oltre Il Bosco 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,30,3,14,Legno 24 mesi
Francesco Brigatti,Colline Novaresi Vespolina Maria 2020,,Vespolina 100%,,"Zuppe, minestre o vellutate",16,3,13,Acciaio 6 mesi
Francesco Brigatti,Colline Novaresi Barbera Campazzi 2019,,Barbera 100%,,Formaggi stagionati o erborinati,17,3,"13,5",Legno 6 mesi
Francesco Brigatti,Colline Novaresi Bianco Mottobello 2020,,Erbaluce 100%,,"Crostacei, molluschi o crudità",16,4,"13,5",Acciaio 6 mesi
Brovia,Barolo Rocche Di Castiglione 2017,95,Nebbiolo 100%,"Un campione di eleganza E’ un Rocche di proporzioni perfette, dolce nei profumi fruttati di ciliegia e fragolina di bosco, lampone, fragola macerata, confetture e viola, liquirizia e petali di rosa La bocca conferma precisione e armonia, tannini sfumati, succosa e lunga persistenza Dal 2028",Costata di manzo alla griglia,95,5,"14,5",Legno 30 mesi
Brovia,Barolo Villero 2017,94,Nebbiolo 100%,"Villero eccellente e classico L'approccio olfattivo è dolce e molto tipico, floreale, fruttato e appena speziato Le note sono di rosa passita e violetta, noce moscata e foglie secche, radici e liquirizia, poi tanta frutta rossa, fresca e in confettura Un vino squisito",Anatra in tre cotture,95,5,"14,5",Legno 35 mesi
Comm. G.B. Burlotto,Barolo Monvigliero 2017,95,Nebbiolo 100%,"Riconoscibile anche alla cieca, è un Barolo di straripante personalità olfattiva, fatta di sentori di frutta rossa pestata, tè e carcadè, fiori freschi, fragola, amarena, rabarbaro, foglie secche ed erbe La bocca non è da meno, brillando per succosità, sapore e armonia Per chi cerca qualcosa di diverso",Fontina d'Aosta d'alpeggio,90,7,"14,5",Legno 36 mesi
Comm. G.B. Burlotto,Barolo Cannubi 2017,93,Nebbiolo 100%,"Terribilmente sciolto e fruttato; naso fatto di ciliegia e ribes, pesca e gelatine di frutta, zucchero e viola La bocca è invece importante, piena, serrata nei tannini fitti ma maturi, lunga e sapida nella persistenza Carattere ed espressione da vendere Dal 2028 se riuscite a tenerlo in cantina",Sottofiletto di Fassona alla griglia,100,4,"14,5",Legno 36 mesi
Comm. G.B. Burlotto,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,25,"14,5",Legno 24 mesi
Comm. G.B. Burlotto,Barolo Acclivi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,80,4,"14,5",Legno 36 mesi
Comm. G.B. Burlotto,Verduno Pelaverga 2020,,Pelaverga piccolo 100%,,Salumi o insaccati,15,20,"13,5",Legno 2 mesi
Comm. G.B. Burlotto,Langhe Freisa 2019,,Freisa 100%,,Risotti di terra,15,6,"13,5",Legno 12 mesi
Ca' Del Bric,Gavi Del Comune Di Gavi Reusa Dij Vent 2020,,Cortese 100%,,Piatti di pesce,11,2,"13,5",Acciaio 4 mesi
Ca' Del Bric,Monferrato Nebbiolo Bigat 2019,,Nebbiolo 100%,,Carni rosse o selvaggina,14,2,13,Acciaio 10 mesi
Ca' Del Bric,Piemonte Rosato Cosa Seria 2020,,Nebbiolo 100%,,,13,4,12,Acciaio abbinamento Carni bianche o da cortile 
Cà Nova,Colline Novaresi Nebbiolo San Quirico 2013,,Nebbiolo 100%,"Granato intenso, inizialmente balsamico e speziato con suggestioni di erbe aromatiche, lentamente l'olfatto cresce proponendo confettura di mora, succo di mirtillo e spunti floreali di viola e rosa appassita All'assaggio propone freschezza e tannino maturo con piacevole finale di mentolo",Filetto di cervo,24,3,13,Legno 18 mesi
Cà Nova,Ghemme 2014,,Nebbiolo 100%,,Carni rosse o selvaggina,24,4,13,Legno 24 mesi
Cà Nova,Colline Novaresi Nebbiolo Aurora 2019,,Nebbiolo 100%,,"Crostacei, molluschi o crudità",11,10,"12,5",Acciaio 6 mesi
Cà Nova,Colline Novaresi Nebbiolo Bocciolo 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,12,15,"13,5",Legno 6 mesi
Cà Nova,Colline Novaresi Bianco Rugiada 2020,,Erbaluce 100%,,Piatti di verdure,11,3,"12,5",Acciaio 6 mesi
Cagliero,Barolo Ravera 2017,,Nebbiolo 100%,"Ravera molto complesso, dal naso ferroso e inquieto, poi dai tratti floreali e fruttati con note fitte di violetta e rosa, china, foglie di tè, noce moscata, liquirizia e incenso Al gusto non mancano energia e carattere: ha freschezza e tannini, lungo e saporoso finale",Lepre al civet,35,15,"14,5",Legno 24 mesi
Cagliero,Barolo Terlo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,33,4,"14,5",Legno 24 mesi
Cagliero,Langhe Nebbiolo Canebbio 2018,,Nebbiolo 85% – Barbera 15%,,Formaggi stagionati o erborinati,16,1,"14,5",Legno 16 mesi
Cagliero,Langhe Bianco Rabel 2020,,Arneis 40% – Sauvignon 40% – Favorita 20%,,Formaggi freschi o a pasta filata,12,2,14,
Cantina Delsignore,Gattinara Borgofranco Riserva 2016,92,Nebbiolo 100%,"Granato luminoso, naso di grande complessità, denso di frutta, fragolina, lampone, agrumato di arancia amara e chinotto, cui fanno eco spezie balsamiche e mineralità rugginosa In bocca rivela un sorso agile e snello, succoso e di ottimo equilibrio, il tannino molto fine dà significato alla lunga persistenza gustativa",Cinghiale in umido,40,2,"13,5",Acciaio 6 mesi e Legno 40 mesi
Cantina Delsignore,Gattinara Il Putto Vendemmiatore 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,25,7,14,Acciaio 4 mesi e Legno 26 mesi
Cantina Delsignore,Mecco Brut 2015,,Nebbiolo 100%,,"Crostacei, molluschi o crudità",35,1,"12,5",Acciaio 6 mesi | 53 mesi sui lieviti
Cantina Delsignore,Coste Della Sesia Spanna La Crotta 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,15,2,"13,5",Acciaio 5 mesi e Legno 10 mesi
Cantine Balbiano,Freisa Di Chieri Surpreisa 2020,,Freisa 100%,,Primi piatti di pasta o pasta fresca ripiena,10,9,"13,5",Acciaio 3 mesi
Cantine Balbiano,Freisa Di Chieri Frizzante 2020,,Freisa 100%,,Salumi o insaccati,9,50,13,
Cantine Balbiano,Collina Torinese Cari 2020,,Cari 100%,,Dolci al cucchiaio o a base di frutta,12,2,6,
Careglio,Roero 2018,,Nebbiolo 100%,"Rosso granato intenso Elegante e di buona complessità, è fresco e fruttato, con tocchi vegetali e balsamici, frutti di bosco macerati, spezie chiare e una piacevole nota affumicata Il tannino è ancora in primo piano, ma ci sono struttura e tipica sapidità Già verso l'equilibrio, ma godibile da subito",Tagliata di Fassone,20,5,"14,5",Acciaio 8 mesi e Legno 12 mesi
Careglio,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Risotti di terra,12,5,"14,5",Acciaio 8 mesi
Careglio,Gramplin 2020,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,10,5,"13,5",Acciaio 4 mesi
Cascina Ballarin,Barolo Bricco Rocca Tistot Riserva 2015,,Nebbiolo 100%,"Granato È un'effusione scintillante di bacche rosse mature affiancate da sensazioni di chiodo di garofano, noce moscata e variegate tinte balsamiche, fino a profumi di conifera, di resina La patina tannica è la nota gustativa saliente, in un contesto sempre ricco e fruttato, di calda persistenza",Cinghiale brasato con mele e castagne,80,1,"14,5",Legno 38 mesi
Cascina Ballarin,Barolo Bricco Rocca 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,48,5,"14,5",Legno 24 mesi
Cascina Ballarin,Langhe Rosso Ultimi Grappoli 2015,,Barbera 50% – Nebbiolo 50%,,Primi piatti di pasta o pasta fresca ripiena,60,3,"14,5",Legno 18 mesi
Cascina Ca' Rossa,Roero Mompissano Riserva 2018,93,Nebbiolo 100%,"Splendido abito rosso granato Il naso è elegante e sfodera una progressione quasi interminabile: note terrose, sottobosco, cipria, piccoli frutti rossi macerati, spezie, pietra, eucalipto Colpiscono la perfetta corrispondenza gusto olfattiva, un tannino  preciso e misurato, il finale ricco e succoso",Coniglio al ginepro,60,6,15,Legno 24 mesi
Cascina Ca' Rossa,Roero Le Coste 2018,,Nebbiolo 100%,,Carni bianche o da cortile,60,4,15,Legno 24 mesi
